업종명,업소명,소재지,소재지전화
일반음식점,정항우케익 부산대점,부산광역시 금정구 장전동 418-1,051-518-2214
일반음식점,올리브,부산광역시 금정구 구서동 1023-9,051-515-4862
일반음식점,풍천황금장어 구서점,부산광역시 금정구 구서동 376-9,051-518-4688
일반음식점,까페지수,부산광역시 금정구 금성동 241-3,
일반음식점,돈까스겸,부산광역시 금정구 장전동 403-22,051-513-3444
일반음식점,동해식당,부산광역시 금정구 구서동 82-4,051-581-5128
일반음식점,정가네양곱창,부산광역시 금정구 남산동 99-6,051-517-0977
일반음식점,미스터피자 서동점,부산광역시 금정구 서동 203-45,051-531-3690
일반음식점,마시큐,부산광역시 금정구 노포동 133,051-508-3630
일반음식점,대박이손칼국수,부산광역시 금정구 서동 122-19,051-529-3073
일반음식점,팔도낙지,부산광역시 금정구 금사동 382,
일반음식점,주식회사 이랴이랴 푸드웰,부산광역시 금정구 남산동 129-8,051-517-1003
일반음식점,빨간문현곱창,부산광역시 금정구 서동 202-15,
일반음식점,본죽남산점,부산광역시 금정구 남산동 273-8,051-516-5544
일반음식점,막끌리네,부산광역시 금정구 청룡동 57-12,051-508-6005
일반음식점,전문가,부산광역시 금정구 장전동 643-333,
일반음식점,베네스트파3골프코스,부산광역시 금정구 선동 산 128 (2층),051-580-0363
일반음식점,취홍,부산광역시 금정구 남산동 981-17,051-514-9199
일반음식점,돼지초밥,부산광역시 금정구 장전동 652-76,
일반음식점,땅콩비어,부산광역시 금정구 서동 297-21,051-525-3649
일반음식점,연.사.마.(연어요리전문점),부산광역시 금정구 부곡동 65-112,051-513-2785
일반음식점,미광돼지국밥,부산광역시 금정구 부곡동 302-18,051-518-3621
일반음식점,노랑통닭 부산대점,부산광역시 금정구 장전동 418-2,
일반음식점,순곱이네서동점,부산광역시 금정구 서동 206-29,051-526-3592
일반음식점,회마트,부산광역시 금정구 부곡동 393-7,051-583-8322
일반음식점,이가네 돼지국밥,부산광역시 금정구 구서동 466-18,051-518-8883
일반음식점,백아갈비,부산광역시 금정구 부곡동 298-25,051-513-5157
일반음식점,마루미,부산광역시 금정구 부곡동 391-26,051-583-0608
일반음식점,네네치킨,부산광역시 금정구 서동 542-35,
일반음식점,다온(아이엠분식),부산광역시 금정구 구서동 86-87,051-513-8576
일반음식점,가족관 육고기 뷔페,부산광역시 금정구 남산동 965-2,
일반음식점,안동집,부산광역시 금정구 금성동 352-14,051-517-5850
일반음식점,금샘가야밀면,부산광역시 금정구 남산동 993-16,051-582-6663
일반음식점,한양천리,부산광역시 금정구 부곡동 333-11,
일반음식점,고메밀면,부산광역시 금정구 장전동 420-1,
일반음식점,오,부산광역시 금정구 장전동 293-162,051-514-0953
일반음식점,동네방네,부산광역시 금정구 부곡동 872-8,051-517-5542
일반음식점,초아,부산광역시 금정구 서동 302-153,
일반음식점,합천돼지국밥,부산광역시 금정구 서동 442-6,051-527-1302
일반음식점,모란봉,부산광역시 금정구 부곡동 866-37,051-515-1467
일반음식점,남강식당,부산광역시 금정구 서동 196-35,051-525-3888
일반음식점,네네치킨남산점,부산광역시 금정구 남산동 188-6,051-518-4492
일반음식점,대박손칼국수,부산광역시 금정구 부곡동 65-108,051-583-9696
일반음식점,양대팔,부산광역시 금정구 구서동 457-4,051-513-3010
일반음식점,장터식육식당,부산광역시 금정구 청룡동 31-5,051-508-6103
일반음식점,지코바치킨 팔송점,부산광역시 금정구 남산동 84-18,051-516-8827
일반음식점,화진갈비,부산광역시 금정구 금사동 69-2,051-528-3777
일반음식점,삼대가국수집딸,부산광역시 금정구 장전동 686-7,051-582-3444
일반음식점,밀양무안국밥,부산광역시 금정구 부곡동 23-9,051-518-2998
일반음식점,네네치킨구서점,부산광역시 금정구 구서동 203-32,051-582-4482
일반음식점,형제식육식당,부산광역시 금정구 부곡동 225-67,051-784-5557
일반음식점,꽃살회관,부산광역시 금정구 장전동 417-34,051-583-9237
일반음식점,불란서삼겹살부산대점,부산광역시 금정구 장전동 302-9,051-988-9222
일반음식점,장수오향족발,부산광역시 금정구 금사동 381,051-552-9032
일반음식점,고향식당,부산광역시 금정구 장전동 613-21,051-516-4639
일반음식점,스케치,부산광역시 금정구 서동 219-31,050-6546-9979
일반음식점,부산 부곡점 굽네치킨,부산광역시 금정구 부곡동 222-10,051-512-9929
일반음식점,미가로아구찜,부산광역시 금정구 남산동 17-3,051-517-2939
일반음식점,영달이두마리치킨,부산광역시 금정구 남산동 985-4,051-701-9298
일반음식점,장어만(鰻),"부산광역시 금정구 부곡동 268-2 101동 103,104호",
일반음식점,명주네보쌈,부산광역시 금정구 장전동 232-58,
일반음식점,복실이,부산광역시 금정구 남산동 262-18,051-515-7382
일반음식점,오꾸닭,부산광역시 금정구 서동 204-12,
일반음식점,한우가(家),부산광역시 금정구 남산동 84-13,
일반음식점,제멜리아,부산광역시 금정구 장전동 423-38,051-514-9822
일반음식점,메밀짬뽕,부산광역시 금정구 부곡동 9-14,051-581-8888
일반음식점,회장님댁(부산대점),부산광역시 금정구 장전동 417-34,051-582-4620
일반음식점,장수돼지국밥,부산광역시 금정구 금사동 67-14,051-532-1920
일반음식점,정선식당,부산광역시 금정구 장전동 643-387,051-506-1059
일반음식점,썬더치킨,부산광역시 금정구 금사동 386-5,051-522-9640
일반음식점,우럭잡는 김선장,부산광역시 금정구 장전동 643-282,
일반음식점,The밥집,부산광역시 금정구 회동동 93,051-531-4228
일반음식점,버들골,부산광역시 금정구 부곡동 305-14,051-513-9599
일반음식점,청룡갈비,부산광역시 금정구 청룡동 44-18,051-508-5081
일반음식점,진주비봉식당,부산광역시 금정구 장전동 421-7,
일반음식점,피자스쿨 두실점,부산광역시 금정구 구서동 164-22,051-513-4848
일반음식점,금수네 밥집,부산광역시 금정구 구서동 735-1 상가 4호,051-582-4888
일반음식점,홍매사천요리,부산광역시 금정구 장전동 154-20 진흥빌라,
일반음식점,코코치노,부산광역시 금정구 서동 198-5,051-522-8760
일반음식점,오늘은횟집,부산광역시 금정구 장전동 414-17,
일반음식점,호호닭발,부산광역시 금정구 구서동 85-1,051-518-8005
일반음식점,둥지,부산광역시 금정구 청룡동 436-2,051-508-1004
일반음식점,샤틴,부산광역시 금정구 남산동 335-10,051-902-8592
일반음식점,닭갈비제작소부산대점,부산광역시 금정구 장전동 421-3,051-512-0014
일반음식점,박기모 조방낙지,부산광역시 금정구 부곡동 296-1,051-582-2462
일반음식점,서연,부산광역시 금정구 장전동 312-21,051-852-3035
일반음식점,상주식당,부산광역시 금정구 구서동 87-9,
일반음식점,카페다락,부산광역시 금정구 장전동 293-162,051-513-2683
일반음식점,더바다,부산광역시 금정구 구서동 86-4,
일반음식점,통생오리,부산광역시 금정구 구서동 161-20,051-512-9489
일반음식점,메밀왕만두,부산광역시 금정구 남산동 251-1 1층,051-904-7119
일반음식점,세웅병원장례식장식당,부산광역시 금정구 서동 199-19,051-527-7764
일반음식점,국수나무,부산광역시 금정구 구서동 413-1,051-513-3368
일반음식점,청송양곱창,부산광역시 금정구 구서동 85-4,051-513-8317
일반음식점,델라고(dellago),부산광역시 금정구 장전동 419-18,
일반음식점,참숯왕소금구이,부산광역시 금정구 장전동 609-15,051-583-3005
일반음식점,설악양푼이동태찌게,부산광역시 금정구 부곡동 394-19,051-514-1120
일반음식점,옥이분식,부산광역시 금정구 남산동 256-34,051-541-2956
일반음식점,아름다운식당,부산광역시 금정구 금사동 104-9,051-532-9090
일반음식점,할매회무침,부산광역시 금정구 서동 194-36,051-526-2250
일반음식점,장꼬방,부산광역시 금정구 남산동 73-69,051-512-9918
일반음식점,강백두족발보쌈,부산광역시 금정구 서동 236-8,051-523-3929
일반음식점,진국명가,부산광역시 금정구 장전동 419-11,051-512-8880
일반음식점,북청,부산광역시 금정구 금사동 50-9,
일반음식점,오시게,부산광역시 금정구 서동 205-4,
일반음식점,고향맛,부산광역시 금정구 장전동 418-12,
일반음식점,테라스,부산광역시 금정구 부곡동 224-9,051-512-5105
일반음식점,호식이두마리치킨 서동점,부산광역시 금정구 서동 196-23,051-532-9989
일반음식점,우리집밥상,부산광역시 금정구 남산동 332-1,051-514-1282
일반음식점,장수돌곱창,부산광역시 금정구 장전동 617-17,051-553-5458
일반음식점,맥반석곰장어,부산광역시 금정구 서동 295-35,
일반음식점,미즈,부산광역시 금정구 서동 280-22,
일반음식점,정일품축산,부산광역시 금정구 남산동 45-1,
일반음식점,맘스터치,부산광역시 금정구 구서동 252-15,051-513-8292
일반음식점,짱꼴라손짜장,부산광역시 금정구 부곡동 785-5,
일반음식점,새끼소,부산광역시 금정구 서동 204-11,
일반음식점,푸주옥 설렁탕 도가니탕,부산광역시 금정구 구서동 420-56,051-518-9520
일반음식점,도스커피(does coffee),부산광역시 금정구 장전동 414-38,051-513-8788
일반음식점,반올림피자샵 금정점,부산광역시 금정구 장전동 107-17,051-517-9955
일반음식점,하카타 돈코츠 겐(博多豚骨 源GEN),부산광역시 금정구 장전동 425-14,
일반음식점,서울설렁탕,부산광역시 금정구 서동 121-11,051-529-1341
일반음식점,세븐치킨 부산대점,부산광역시 금정구 장전동 538-8,
일반음식점,키햐아 부산대점,부산광역시 금정구 장전동 390-11,051-512-1245
일반음식점,대성수산해물,부산광역시 금정구 구서동 457-16,
일반음식점,부곡2호점 굽네치킨,부산광역시 금정구 부곡동 773-7,051-583-9295
일반음식점,우리식당,부산광역시 금정구 남산동 321-7,051-516-9631
일반음식점,거복,부산광역시 금정구 남산동 961-23,051-518-2347
일반음식점,두손돈까스,부산광역시 금정구 구서동 718-9,051-516-2666
일반음식점,홍대맥주,부산광역시 금정구 구서동 415-118,051-514-0003
일반음식점,88아구찜,부산광역시 금정구 남산동 101-17,
일반음식점,한바다횟집,부산광역시 금정구 장전동 636-13,051-517-2656
일반음식점,된장찌개와 생선구이,부산광역시 금정구 남산동 256-21,051-514-5620
일반음식점,파파손만두,부산광역시 금정구 장전동 421-20,051-512-6924
일반음식점,감자깡,부산광역시 금정구 남산동 112-2 천일상가 106호,051-513-1496
일반음식점,금수저,부산광역시 금정구 남산동 48-31,051-582-5077
일반음식점,맛짱,부산광역시 금정구 부곡동 334-1,051-532-6663
일반음식점,맛아라행복한오리,부산광역시 금정구 부곡동 333-22,
일반음식점,스시 아라이,부산광역시 금정구 구서동 414-77,051-512-7688
일반음식점,소소린 장전점,부산광역시 금정구 장전동 203-16,051-516-4919
일반음식점,와룡반점,부산광역시 금정구 회동동 208-32,051-521-5279
일반음식점,남산골가마솥추어탕,부산광역시 금정구 남산동 971-2 1층,051-512-8822
일반음식점,정희네,부산광역시 금정구 장전동 424-12,051-518-6644
일반음식점,생생식당,부산광역시 금정구 회동동 208-11,051-528-4060
일반음식점,현,부산광역시 금정구 장전동 333-5,051-583-5558
일반음식점,자매식당,부산광역시 금정구 남산동 21-7,051-515-5989
일반음식점,부산모밀,부산광역시 금정구 남산동 17-26 1층,051-512-8255
일반음식점,처갓집양념치킨 부곡점,부산광역시 금정구 부곡동 324-23,051-583-9919
일반음식점,경복추어탕,부산광역시 금정구 금사동 85-15,051-522-6892
일반음식점,하늘아래 메밀,부산광역시 금정구 장전동 595-1,051-583-4888
일반음식점,라멘쿠우,부산광역시 금정구 장전동 418-47,051-515-3088
일반음식점,닭한마리,부산광역시 금정구 구서동 86-16,051-513-2310
일반음식점,돈까스로,부산광역시 금정구 부곡동 305-6,051-514-8088
일반음식점,프레쉬니스버거부산대점,부산광역시 금정구 장전동 40,051-989-1169
일반음식점,좋은하루,부산광역시 금정구 부곡동 305-13 1층,
일반음식점,오드리헵번,부산광역시 금정구 구서동 1033-3,
일반음식점,날마다좋은날분식,부산광역시 금정구 남산동 207-22,
일반음식점,도쿄바나나 이자카야,부산광역시 금정구 남산동 105-25,051-517-1103
일반음식점,호야문현곱창,부산광역시 금정구 구서동 415-22,051-582-1510
일반음식점,산이슬,부산광역시 금정구 남산동 962-21,051-583-0332
일반음식점,장반장 참숯구이,부산광역시 금정구 남산동 104-4,051-512-9849
일반음식점,송주 불냉면,부산광역시 금정구 장전동 419-59,
일반음식점,고참,부산광역시 금정구 장전동 152-1,051-513-9916
일반음식점,참대나무 숯불바베큐치킨&비어,부산광역시 금정구 구서동 192-27,051-518-2815
일반음식점,국일관,부산광역시 금정구 구서동 192-7,
일반음식점,동원생오리,부산광역시 금정구 남산동 1000-1,
일반음식점,정성식당,부산광역시 금정구 장전동 419-27,
일반음식점,나오리쇼쿠,부산광역시 금정구 장전동 409-14,
일반음식점,제일식당,부산광역시 금정구 구서동 163-9,051-581-1254
일반음식점,아웃닭 부산대점,부산광역시 금정구 장전동 417-29,051-512-4375
일반음식점,장어나라,부산광역시 금정구 남산동 971-6,051-517-1092
일반음식점,더 다락,부산광역시 금정구 장전동 316-11,
일반음식점,부리나치킨,부산광역시 금정구 남산동 112-6,051-512-9289
일반음식점,닭발먹고 삐약삐약,부산광역시 금정구 서동 201-18,051-529-3331
일반음식점,나무랑닭이랑,부산광역시 금정구 구서동 1023-8,051-514-1977
일반음식점,만만한게 국밥,부산광역시 금정구 구서동 86-42,
일반음식점,부산청춘,부산광역시 금정구 장전동 418-63,
일반음식점,미소,부산광역시 금정구 서동 302-121,051-528-3436
일반음식점,다온푸드,부산광역시 금정구 구서동 656-4,051-514-9989
일반음식점,잇쇼우안,부산광역시 금정구 장전동 390-10,051-515-0019
일반음식점,고봉민김밥인 구서점,부산광역시 금정구 구서동 718-9 골드2상가 102호,
일반음식점,1인一상,부산광역시 금정구 장전동 420-36,051-517-8478
일반음식점,참사랑 아구찜,부산광역시 금정구 서동 118-5,051-532-5263
일반음식점,오빠키친(OPPA KITCHEN),부산광역시 금정구 장전동 417-13,
일반음식점,썬더치킨,부산광역시 금정구 부곡동 305-14,
일반음식점,비엔케이(BNK)스틸(진국면국),부산광역시 금정구 부곡동 222-5,051-582-8900
일반음식점,초가집,부산광역시 금정구 청룡동 517-2,051-508-4649
일반음식점,카페아낙,부산광역시 금정구 구서동 86-15,051-513-5519
일반음식점,오사카 함박스테이크,부산광역시 금정구 장전동 401-10,051-518-0159
일반음식점,씨엔제이,부산광역시 금정구 장전동 418-17,
일반음식점,김밥365,부산광역시 금정구 구서동 655-17,
일반음식점,신촌회 참치,부산광역시 금정구 부곡동 384-6,051-518-2435
일반음식점,삼천포 횟집,부산광역시 금정구 남산동 953-1,051-518-1157
일반음식점,황금성,부산광역시 금정구 금사동 388-1,051-526-2460
일반음식점,구서산곰장어,부산광역시 금정구 구서동 465-8,
일반음식점,동경야시장 부산대점,부산광역시 금정구 장전동 419-6,
일반음식점,리골레토 시카고피자&PUB 부산대점,부산광역시 금정구 장전동 419-25,051-517-6089
일반음식점,대박정,부산광역시 금정구 부곡동 273-24,051-583-5454
일반음식점,내고향,부산광역시 금정구 구서동 414-20,
일반음식점,金대패,부산광역시 금정구 구서동 86-2,051-515-5674
일반음식점,꼬꼬맹이사계절꼬마김밥,부산광역시 금정구 서동 190-20,
일반음식점,바다만찬,부산광역시 금정구 서동 205-12,051-531-3389
일반음식점,대풍장,부산광역시 금정구 장전동 418-7,051-518-2514
일반음식점,호식이 두마리치킨,부산광역시 금정구 장전동 384-1,
일반음식점,홍콩반점0410 구서역점,부산광역시 금정구 구서동 252-8 외자빌딩,
일반음식점,삼성식당,부산광역시 금정구 구서동 81-11,051-528-7386
일반음식점,윤스비어,부산광역시 금정구 서동 122-19,
일반음식점,병천순대국밥,부산광역시 금정구 부곡동 324-6,051-581-1572
일반음식점,소갈딱지,부산광역시 금정구 남산동 118-2,
일반음식점,행복나무충무김밥,부산광역시 금정구 구서동 735-1,
일반음식점,와우식당,부산광역시 금정구 서동 206-28,051-529-5892
일반음식점,장수 갈비탕,부산광역시 금정구 부곡동 65-15 K동,051-581-9987
일반음식점,돼지집딸2,부산광역시 금정구 장전동 417-25,
일반음식점,올라,부산광역시 금정구 서동 206-9,051-527-5835
일반음식점,17테이블,부산광역시 금정구 장전동 302-13,051-518-1718
일반음식점,언양식육식당,부산광역시 금정구 구서동 266-16,051-581-7949
일반음식점,미가,부산광역시 금정구 서동 302-1251,
일반음식점,사와,부산광역시 금정구 남산동 103-35,051-515-1830
일반음식점,조마루뼈다귀,부산광역시 금정구 남산동 91-12,051-518-3003
일반음식점,오정은a김밥(구서점),부산광역시 금정구 구서동 413-8,051-582-2047
일반음식점,왕대박돼지국밥,부산광역시 금정구 구서동 86-83,051-517-8141
일반음식점,정가네추어탕,부산광역시 금정구 부곡동 313-41,051-513-6146
일반음식점,셰프의국수전 부산대점,부산광역시 금정구 장전동 420-1,051-514-2049
일반음식점,진칼국수,부산광역시 금정구 구서동 1023-7 1층,
일반음식점,태평양,부산광역시 금정구 남산동 103-1 1층,051-512-4422
일반음식점,죽이야기,부산광역시 금정구 장전동 599-25,
일반음식점,수제왕대박돈까스,부산광역시 금정구 서동 141-225,051-522-4667
일반음식점,호수,부산광역시 금정구 서동 367-4,
일반음식점,제일,부산광역시 금정구 서동 295-61,051-527-6158
일반음식점,타운분식,부산광역시 금정구 서동 195-1,070-8924-4333
일반음식점,836숯불바베큐치킨,부산광역시 금정구 장전동 389-20,051-583-8047
일반음식점,예가추어탕,부산광역시 금정구 구서동 464-5,051-516-2001
일반음식점,가마식당,부산광역시 금정구 금사동 68-25,051-526-1717
일반음식점,차돌풍 구서점,부산광역시 금정구 구서동 462-2,051-544-5289
일반음식점,범어사떡볶이,부산광역시 금정구 남산동 21-11,051-515-6224
일반음식점,부어라 마셔라,부산광역시 금정구 장전동 135-8,
일반음식점,시골추어탕,부산광역시 금정구 서동 211-22,051-527-3455
일반음식점,얼큰이 샤브샤브 칼국수,부산광역시 금정구 장전동 596-12,051-518-9233
일반음식점,몽실이네,부산광역시 금정구 장전동 293-46,
일반음식점,죠스떡볶이,부산광역시 금정구 장전동 420-25,051-528-7676
일반음식점,마이플레이스,부산광역시 금정구 장전동 145-16,
일반음식점,인식당,부산광역시 금정구 부곡동 224-8,051-513-3305
일반음식점,칠칠켄터키,부산광역시 금정구 서동 205-1,
일반음식점,고봉민 김밥부곡점,부산광역시 금정구 부곡동 223-117,051-516-5007
일반음식점,항아리집,부산광역시 금정구 서동 208-21,051-521-5892
일반음식점,사까나,부산광역시 금정구 장전동 420-29,
일반음식점,만희지,부산광역시 금정구 구서동 775-3,
일반음식점,옛날보리밥,부산광역시 금정구 부곡동 726-41,051-515-2383
일반음식점,한솥도시락 부산대역앞점,부산광역시 금정구 부곡동 268-2 101동 102호,051-515-8612
일반음식점,차이동,부산광역시 금정구 구서동 258-5,051-513-6611
일반음식점,등대장어구이,부산광역시 금정구 서동 202-12,051-521-0307
일반음식점,365 해물1번지,부산광역시 금정구 부곡동 392-31,
일반음식점,오보레,부산광역시 금정구 장전동 420-39,051-581-7561
일반음식점,송군네,부산광역시 금정구 장전동 419-25,
일반음식점,반디나무,부산광역시 금정구 장전동 414-11,051-513-8788
일반음식점,행진푸드,부산광역시 금정구 구서동 462-10,051-513-1136
일반음식점,대박문현곱창,부산광역시 금정구 장전동 421-7,051-542-8861
일반음식점,배씨집,부산광역시 금정구 장전동 643-336,051-516-7557
일반음식점,코다하우스,부산광역시 금정구 장전동 629-17,070-7622-9218
일반음식점,크레이프라이언 서동점,부산광역시 금정구 서동 172-7,
일반음식점,카페 씨엘,부산광역시 금정구 장전동 339-4,
일반음식점,옛날 팥빙수,부산광역시 금정구 부곡동 23-6,
일반음식점,히로가츠,"부산광역시 금정구 부곡동 225-6 경남한신상가 11동 114,115호",051-513-8771
일반음식점,칼맛나는 푸짐한 횟집,부산광역시 금정구 장전동 394-6,051-513-9883
일반음식점,호수가든,부산광역시 금정구 금성동 444-3,051-517-8253
일반음식점,척척네,부산광역시 금정구 남산동 18-16,070-8902-6265
일반음식점,베뜨빌,부산광역시 금정구 장전동 391-10,
일반음식점,돈본가,부산광역시 금정구 장전동 211-7,051-514-7701
일반음식점,삼겹파티,부산광역시 금정구 남산동 91-8,051-514-5510
일반음식점,밸런스버거,부산광역시 금정구 장전동 312-7,051-513-2150
일반음식점,유황오리궁뎅이,부산광역시 금정구 서동 202-15,051-522-8292
일반음식점,조선닭도리 구서점,부산광역시 금정구 구서동 414-27,
일반음식점,조조피자,부산광역시 금정구 장전동 388-5,
일반음식점,초원,부산광역시 금정구 서동 202-13,
일반음식점,동래베네스트골프클럽1티하우스,부산광역시 금정구 선동 834-1,
일반음식점,신떡순 신천할매떡볶이,부산광역시 금정구 장전동 269-3 상가동 103호,051-517-5999
일반음식점,꿀꿀이 수제돈가스,부산광역시 금정구 서동 190-20,
일반음식점,해강아구전문점,부산광역시 금정구 부곡동 394-2,
일반음식점,미소아구찜,부산광역시 금정구 부곡동 226-1,
일반음식점,고봉민김밥장전점,부산광역시 금정구 장전동 629-6,
일반음식점,썸데이,부산광역시 금정구 장전동 416-1,
일반음식점,놀러와 분식,부산광역시 금정구 부곡동 292-25,
일반음식점,맛있는순두부김치찜,부산광역시 금정구 장전동 419-45,
일반음식점,네옴,부산광역시 금정구 구서동 177-6,051-513-7877
일반음식점,도야족발,부산광역시 금정구 구서동 252-33,
일반음식점,히노아지 남산점,부산광역시 금정구 남산동 259-1,
일반음식점,승승축산(장전역점),부산광역시 금정구 장전동 155-2,051-517-3353
일반음식점,러브앤피자,부산광역시 금정구 부곡동 315-3,
일반음식점,치킨신드롬,부산광역시 금정구 장전동 643-308,051-552-2801
일반음식점,리원(REONE),부산광역시 금정구 장전동 390-11,
일반음식점,아네이스,부산광역시 금정구 남산동 952-12 1층일부,
일반음식점,보배,부산광역시 금정구 금사동 383-1,
일반음식점,장전밀면,부산광역시 금정구 부곡동 223-83 중앙대로 1721(부곡동),
일반음식점,산들가는길,부산광역시 금정구 구서동 742-17,
일반음식점,구워콜돼야지,부산광역시 금정구 서동 295-61,051-528-0058
일반음식점,올레이분식,부산광역시 금정구 부곡동 17-12,
일반음식점,일하아구찜,부산광역시 금정구 남산동 133-3,
일반음식점,별의별 포차,부산광역시 금정구 장전동 418-16,
일반음식점,이시봉족발보쌈,부산광역시 금정구 장전동 385-18,
일반음식점,처갓집양념치킨금정산SK점,부산광역시 금정구 장전동 713 금정산에스케이뷰아파트,
일반음식점,진주식당,부산광역시 금정구 서동 194-4,
일반음식점,할머니집밥,부산광역시 금정구 장전동 145-17,
일반음식점,상상짬뽕,부산광역시 금정구 장전동 420-4,
일반음식점,보리수,부산광역시 금정구 서동 302-642,
일반음식점,연탄상회,부산광역시 금정구 서동 209-1,
일반음식점,삼광오리,부산광역시 금정구 서동 295-35,051-528-4856
일반음식점,한서식당,부산광역시 금정구 부곡동 223-79,
일반음식점,갤러리 소라,부산광역시 금정구 장전동 222-38,051-582-7595
일반음식점,야마벤또,부산광역시 금정구 장전동 420-39,051-514-9289
일반음식점,한잔,부산광역시 금정구 서동 302-1250,
일반음식점,엠 멘토,부산광역시 금정구 장전동 423-17,051-583-6798
일반음식점,주주총회,부산광역시 금정구 남산동 91-15,
일반음식점,수로,부산광역시 금정구 부곡동 324-27,051-518-9598
일반음식점,한솥도시락 부산대점,부산광역시 금정구 장전동 401-21,051-583-9253
일반음식점,밥도둑짜글이,부산광역시 금정구 부곡동 276-23,051-513-1411
일반음식점,낭만포차,부산광역시 금정구 남산동 335-23,
일반음식점,에스에스시(SSC),부산광역시 금정구 구서동 198-14,
일반음식점,일디오보,부산광역시 금정구 남산동 981-11,051-517-9818
일반음식점,숙희네 왕만두,부산광역시 금정구 부곡동 308-22,
일반음식점,가거도횟집,부산광역시 금정구 장전동 211-6,051-512-7770
일반음식점,나미,부산광역시 금정구 서동 520-174,
일반음식점,카페붓,부산광역시 금정구 장전동 203-6,051-581-5544
일반음식점,샤오시안,"부산광역시 금정구 장전동 417-28 1,2층",051-583-0809
일반음식점,한솥도시락 부곡롯데마트 앞점,부산광역시 금정구 부곡동 63-11 1층일부,
일반음식점,칠성식당,부산광역시 금정구 서동 302-394,
일반음식점,디디씨(DDC)치킨 (구서점),부산광역시 금정구 구서동 654-50,
일반음식점,멕시카나치킨,부산광역시 금정구 장전동 391-6,
일반음식점,밥에큐본점,부산광역시 금정구 장전동 418-68,051-513-3458
일반음식점,나연,부산광역시 금정구 부곡동 257-22,051-582-1118
일반음식점,도미노피자,부산광역시 금정구 구서동 413-19,051-583-0861
일반음식점,The진한나주곰탕,부산광역시 금정구 장전동 178-2,
일반음식점,동네식당,부산광역시 금정구 부곡동 292-25,
일반음식점,오륜대 추어탕 부곡점,부산광역시 금정구 부곡동 22-11 (1층),051-515-1733
일반음식점,신 김밥천국,부산광역시 금정구 금사동 131-4,051-529-6151
일반음식점,도담참숯불구이,부산광역시 금정구 서동 210-13 (1층일부),
일반음식점,서동식당,부산광역시 금정구 서동 545-28,051-529-9888
일반음식점,세븐치킨&딱!좋아비어,부산광역시 금정구 남산동 84-6 (1층일부),
일반음식점,오복이네 포장마차,부산광역시 금정구 부곡동 235-13 (1층일부),051-518-7644
일반음식점,무지개 맥주,부산광역시 금정구 구서동 457-1,051-517-9092
일반음식점,한우도야지,부산광역시 금정구 부곡동 244-7,051-517-2485
일반음식점,월매아구찜,부산광역시 금정구 구서동 246-3,
일반음식점,초콜릿나무,부산광역시 금정구 장전동 577-2,
일반음식점,부자네 충무김밥,부산광역시 금정구 남산동 995-8,
일반음식점,동래밀면,부산광역시 금정구 부곡동 225-17,
일반음식점,통영회해물,부산광역시 금정구 서동 302-76,051-532-9898
일반음식점,김해뒷고기,부산광역시 금정구 장전동 418-25,051-512-6148
일반음식점,쌀국수나라,부산광역시 금정구 금사동 385-2 (1층일부),
일반음식점,모시모시,부산광역시 금정구 장전동 401-5,051-514-6249
일반음식점,회통령,부산광역시 금정구 구서동 414-60,
일반음식점,승주네 김밥,부산광역시 금정구 부곡동 324-29,051-516-0081
일반음식점,고봉민 김밥인(서동점),부산광역시 금정구 서동 198-5,
일반음식점,팔공티 부산대정문점,부산광역시 금정구 장전동 419-34,
일반음식점,무꼬가게,부산광역시 금정구 남산동 335-16,051-516-3045
일반음식점,김밥만두천국,부산광역시 금정구 장전동 130-16,051-517-6693
일반음식점,호호돈까스,부산광역시 금정구 장전동 419-9,051-514-6888
일반음식점,교촌치킨,부산광역시 금정구 남산동 99-6,051-581-9968
일반음식점,700비어,부산광역시 금정구 구서동 415-1,051-517-5001
일반음식점,한솥도시락 부산대북문점,부산광역시 금정구 장전동 54-6,
일반음식점,더드림(THE드림),부산광역시 금정구 장전동 40,
일반음식점,두,부산광역시 금정구 장전동 145-23,
일반음식점,애슐리W NC부산대점,부산광역시 금정구 장전동 40 엔씨백화점 부산대점 6층,051-509-7360
일반음식점,리미니,부산광역시 금정구 장전동 40,
일반음식점,쎌빠부산대점,부산광역시 금정구 장전동 312-34,
일반음식점,더파티룸,부산광역시 금정구 장전동 293-163,070-7394-9719
일반음식점,채선당행복가마솥밥&알솥밥,부산광역시 금정구 장전동 40 엔씨백화점 부산대점 6층,051-509-7377
일반음식점,아시아문 NC 부산대점,부산광역시 금정구 장전동 40 엔씨백화점 부산대점 6층,
일반음식점,동래가야밀면,부산광역시 금정구 서동 620-34,
일반음식점,금정골프타운,부산광역시 금정구 구서동 84-10,
일반음식점,아지트,부산광역시 금정구 부곡동 889-25 1층,
일반음식점,배순이식당,부산광역시 금정구 청룡동 30-1,
일반음식점,정터,부산광역시 금정구 남산동 970-2,
일반음식점,농심가 식육식당,부산광역시 금정구 구서동 178-9,051-516-5859
일반음식점,부들목식당,부산광역시 금정구 구서동 1009-26,
일반음식점,씨씨2,부산광역시 금정구 장전동 312-7,
일반음식점,화오뎅떡볶이,부산광역시 금정구 부곡동 225-1,051-513-6449
일반음식점,모모,부산광역시 금정구 장전동 145-14,
일반음식점,더블린데이,부산광역시 금정구 장전동 424-3,051-512-5333
